FortissRoboticsNamespaceMetadata,15001,Object
FortissRoboticsNamespaceMetadata_NamespaceUri,15002,Variable
FortissRoboticsNamespaceMetadata_NamespaceVersion,15003,Variable
FortissRoboticsNamespaceMetadata_NamespacePublicationDate,15004,Variable
FortissRoboticsNamespaceMetadata_IsNamespaceSubset,15005,Variable
FortissRoboticsNamespaceMetadata_StaticNodeIdTypes,15006,Variable
FortissRoboticsNamespaceMetadata_StaticNumericNodeIdRange,15007,Variable
FortissRoboticsNamespaceMetadata_StaticStringNodeIdPattern,15008,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile,15009,Object
FortissRoboticsNamespaceMetadata_NamespaceFile_Size,15010,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_Writable,15011,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_UserWritable,15012,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_OpenCount,15013,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_MimeType,15014,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_Open,15015,Method
FortissRoboticsNamespaceMetadata_NamespaceFile_Open_InputArguments,15016,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_Open_OutputArguments,15017,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_Close,15018,Method
FortissRoboticsNamespaceMetadata_NamespaceFile_Close_InputArguments,15019,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_Read,15020,Method
FortissRoboticsNamespaceMetadata_NamespaceFile_Read_InputArguments,15021,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_Read_OutputArguments,15022,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_Write,15023,Method
FortissRoboticsNamespaceMetadata_NamespaceFile_Write_InputArguments,15024,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_GetPosition,15025,Method
FortissRoboticsNamespaceMetadata_NamespaceFile_GetPosition_InputArguments,15026,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_GetPosition_OutputArguments,15027,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_SetPosition,15028,Method
FortissRoboticsNamespaceMetadata_NamespaceFile_SetPosition_InputArguments,15029,Variable
FortissRoboticsNamespaceMetadata_NamespaceFile_ExportNamespace,15030,Method
FortissRoboticsNamespaceMetadata_DefaultRolePermissions,15031,Variable
FortissRoboticsNamespaceMetadata_DefaultUserRolePermissions,15032,Variable
FortissRoboticsNamespaceMetadata_DefaultAccessRestrictions,15033,Variable
MoveSkillType,15034,ObjectType
MoveSkillType_CurrentState,15035,Variable
MoveSkillType_CurrentState_Id,15036,Variable
MoveSkillType_CurrentState_Name,15037,Variable
MoveSkillType_CurrentState_Number,15038,Variable
MoveSkillType_CurrentState_EffectiveDisplayName,15039,Variable
MoveSkillType_LastTransition,15040,Variable
MoveSkillType_LastTransition_Id,15041,Variable
MoveSkillType_LastTransition_Name,15042,Variable
MoveSkillType_LastTransition_Number,15043,Variable
MoveSkillType_LastTransition_TransitionTime,15044,Variable
MoveSkillType_LastTransition_EffectiveTransitionTime,15045,Variable
MoveSkillType_AvailableStates,15046,Variable
MoveSkillType_AvailableTransitions,15047,Variable
MoveSkillType_Creatable,15048,Variable
MoveSkillType_Deletable,15049,Variable
MoveSkillType_AutoDelete,15050,Variable
MoveSkillType_RecycleCount,15051,Variable
MoveSkillType_InstanceCount,15052,Variable
MoveSkillType_MaxInstanceCount,15053,Variable
MoveSkillType_MaxRecycleCount,15054,Variable
MoveSkillType_ProgramDiagnostic,15055,Variable
MoveSkillType_ProgramDiagnostic_CreateSessionId,15056,Variable
MoveSkillType_ProgramDiagnostic_CreateClientName,15057,Variable
MoveSkillType_ProgramDiagnostic_InvocationCreationTime,15058,Variable
MoveSkillType_ProgramDiagnostic_LastTransitionTime,15059,Variable
MoveSkillType_ProgramDiagnostic_LastMethodCall,15060,Variable
MoveSkillType_ProgramDiagnostic_LastMethodSessionId,15061,Variable
MoveSkillType_ProgramDiagnostic_LastMethodInputArguments,15062,Variable
MoveSkillType_ProgramDiagnostic_LastMethodOutputArguments,15063,Variable
MoveSkillType_ProgramDiagnostic_LastMethodInputValues,15064,Variable
MoveSkillType_ProgramDiagnostic_LastMethodOutputValues,15065,Variable
MoveSkillType_ProgramDiagnostic_LastMethodCallTime,15066,Variable
MoveSkillType_ProgramDiagnostic_LastMethodReturnStatus,15067,Variable
MoveSkillType_FinalResultData,15068,Object
MoveSkillType_Halted,15069,Object
MoveSkillType_Halted_StateNumber,15070,Variable
MoveSkillType_Ready,15071,Object
MoveSkillType_Ready_StateNumber,15072,Variable
MoveSkillType_Running,15073,Object
MoveSkillType_Running_StateNumber,15074,Variable
MoveSkillType_Suspended,15075,Object
MoveSkillType_Suspended_StateNumber,15076,Variable
MoveSkillType_HaltedToReady,15077,Object
MoveSkillType_HaltedToReady_TransitionNumber,15078,Variable
MoveSkillType_ReadyToRunning,15079,Object
MoveSkillType_ReadyToRunning_TransitionNumber,15080,Variable
MoveSkillType_RunningToHalted,15081,Object
MoveSkillType_RunningToHalted_TransitionNumber,15082,Variable
MoveSkillType_RunningToReady,15083,Object
MoveSkillType_RunningToReady_TransitionNumber,15084,Variable
MoveSkillType_RunningToSuspended,15085,Object
MoveSkillType_RunningToSuspended_TransitionNumber,15086,Variable
MoveSkillType_SuspendedToRunning,15087,Object
MoveSkillType_SuspendedToRunning_TransitionNumber,15088,Variable
MoveSkillType_SuspendedToHalted,15089,Object
MoveSkillType_SuspendedToHalted_TransitionNumber,15090,Variable
MoveSkillType_SuspendedToReady,15091,Object
MoveSkillType_SuspendedToReady_TransitionNumber,15092,Variable
MoveSkillType_ReadyToHalted,15093,Object
MoveSkillType_ReadyToHalted_TransitionNumber,15094,Variable
MoveSkillType_Start,15095,Method
MoveSkillType_Suspend,15096,Method
MoveSkillType_Resume,15097,Method
MoveSkillType_Halt,15098,Method
MoveSkillType_Reset,15099,Method
MoveSkillType_Name,15100,Variable
MoveSkillType_ParameterSet,15101,Object
MoveSkillType_ParameterSet_ToolFrame,15102,Variable
LinearMoveSkillType,15103,ObjectType
LinearMoveSkillType_CurrentState,15104,Variable
LinearMoveSkillType_CurrentState_Id,15105,Variable
LinearMoveSkillType_CurrentState_Name,15106,Variable
LinearMoveSkillType_CurrentState_Number,15107,Variable
LinearMoveSkillType_CurrentState_EffectiveDisplayName,15108,Variable
LinearMoveSkillType_LastTransition,15109,Variable
LinearMoveSkillType_LastTransition_Id,15110,Variable
LinearMoveSkillType_LastTransition_Name,15111,Variable
LinearMoveSkillType_LastTransition_Number,15112,Variable
LinearMoveSkillType_LastTransition_TransitionTime,15113,Variable
LinearMoveSkillType_LastTransition_EffectiveTransitionTime,15114,Variable
LinearMoveSkillType_AvailableStates,15115,Variable
LinearMoveSkillType_AvailableTransitions,15116,Variable
LinearMoveSkillType_Creatable,15117,Variable
LinearMoveSkillType_Deletable,15118,Variable
LinearMoveSkillType_AutoDelete,15119,Variable
LinearMoveSkillType_RecycleCount,15120,Variable
LinearMoveSkillType_InstanceCount,15121,Variable
LinearMoveSkillType_MaxInstanceCount,15122,Variable
LinearMoveSkillType_MaxRecycleCount,15123,Variable
LinearMoveSkillType_ProgramDiagnostic,15124,Variable
LinearMoveSkillType_ProgramDiagnostic_CreateSessionId,15125,Variable
LinearMoveSkillType_ProgramDiagnostic_CreateClientName,15126,Variable
LinearMoveSkillType_ProgramDiagnostic_InvocationCreationTime,15127,Variable
LinearMoveSkillType_ProgramDiagnostic_LastTransitionTime,15128,Variable
LinearMoveSkillType_ProgramDiagnostic_LastMethodCall,15129,Variable
LinearMoveSkillType_ProgramDiagnostic_LastMethodSessionId,15130,Variable
LinearMoveSkillType_ProgramDiagnostic_LastMethodInputArguments,15131,Variable
LinearMoveSkillType_ProgramDiagnostic_LastMethodOutputArguments,15132,Variable
LinearMoveSkillType_ProgramDiagnostic_LastMethodInputValues,15133,Variable
LinearMoveSkillType_ProgramDiagnostic_LastMethodOutputValues,15134,Variable
LinearMoveSkillType_ProgramDiagnostic_LastMethodCallTime,15135,Variable
LinearMoveSkillType_ProgramDiagnostic_LastMethodReturnStatus,15136,Variable
LinearMoveSkillType_FinalResultData,15137,Object
LinearMoveSkillType_Halted,15138,Object
LinearMoveSkillType_Halted_StateNumber,15139,Variable
LinearMoveSkillType_Ready,15140,Object
LinearMoveSkillType_Ready_StateNumber,15141,Variable
LinearMoveSkillType_Running,15142,Object
LinearMoveSkillType_Running_StateNumber,15143,Variable
LinearMoveSkillType_Suspended,15144,Object
LinearMoveSkillType_Suspended_StateNumber,15145,Variable
LinearMoveSkillType_HaltedToReady,15146,Object
LinearMoveSkillType_HaltedToReady_TransitionNumber,15147,Variable
LinearMoveSkillType_ReadyToRunning,15148,Object
LinearMoveSkillType_ReadyToRunning_TransitionNumber,15149,Variable
LinearMoveSkillType_RunningToHalted,15150,Object
LinearMoveSkillType_RunningToHalted_TransitionNumber,15151,Variable
LinearMoveSkillType_RunningToReady,15152,Object
LinearMoveSkillType_RunningToReady_TransitionNumber,15153,Variable
LinearMoveSkillType_RunningToSuspended,15154,Object
LinearMoveSkillType_RunningToSuspended_TransitionNumber,15155,Variable
LinearMoveSkillType_SuspendedToRunning,15156,Object
LinearMoveSkillType_SuspendedToRunning_TransitionNumber,15157,Variable
LinearMoveSkillType_SuspendedToHalted,15158,Object
LinearMoveSkillType_SuspendedToHalted_TransitionNumber,15159,Variable
LinearMoveSkillType_SuspendedToReady,15160,Object
LinearMoveSkillType_SuspendedToReady_TransitionNumber,15161,Variable
LinearMoveSkillType_ReadyToHalted,15162,Object
LinearMoveSkillType_ReadyToHalted_TransitionNumber,15163,Variable
LinearMoveSkillType_Start,15164,Method
LinearMoveSkillType_Suspend,15165,Method
LinearMoveSkillType_Resume,15166,Method
LinearMoveSkillType_Halt,15167,Method
LinearMoveSkillType_Reset,15168,Method
LinearMoveSkillType_Name,15169,Variable
LinearMoveSkillType_ParameterSet,15170,Object
LinearMoveSkillType_ParameterSet_ToolFrame,15171,Variable
LinearMoveSkillType_ParameterSet_MaxAcceleration,15172,Variable
LinearMoveSkillType_ParameterSet_MaxAcceleration_Definition,15173,Variable
LinearMoveSkillType_ParameterSet_MaxAcceleration_ValuePrecision,15174,Variable
LinearMoveSkillType_ParameterSet_MaxAcceleration_InstrumentRange,15175,Variable
LinearMoveSkillType_ParameterSet_MaxAcceleration_EURange,15176,Variable
LinearMoveSkillType_ParameterSet_MaxAcceleration_EngineeringUnits,15177,Variable
LinearMoveSkillType_ParameterSet_MaxVelocity,15178,Variable
LinearMoveSkillType_ParameterSet_MaxVelocity_Definition,15179,Variable
LinearMoveSkillType_ParameterSet_MaxVelocity_ValuePrecision,15180,Variable
LinearMoveSkillType_ParameterSet_MaxVelocity_InstrumentRange,15181,Variable
LinearMoveSkillType_ParameterSet_MaxVelocity_EURange,15182,Variable
LinearMoveSkillType_ParameterSet_MaxVelocity_EngineeringUnits,15183,Variable
PtpMoveSkillType,15184,ObjectType
PtpMoveSkillType_CurrentState,15185,Variable
PtpMoveSkillType_CurrentState_Id,15186,Variable
PtpMoveSkillType_CurrentState_Name,15187,Variable
PtpMoveSkillType_CurrentState_Number,15188,Variable
PtpMoveSkillType_CurrentState_EffectiveDisplayName,15189,Variable
PtpMoveSkillType_LastTransition,15190,Variable
PtpMoveSkillType_LastTransition_Id,15191,Variable
PtpMoveSkillType_LastTransition_Name,15192,Variable
PtpMoveSkillType_LastTransition_Number,15193,Variable
PtpMoveSkillType_LastTransition_TransitionTime,15194,Variable
